Feature 1,Feature 2,R²,Adjustiertes R²,AIC,BIC,P-Wert (Feature 1),P-Wert (Feature 2)
Kuchen,Weather_Moderate,0.2613483036631361,0.260081319621392,17175.37873128177,17190.570443166187,2.009770425442317e-77,0.018560691428406155
Kuchen,Saisonbrot,0.26195007078280863,0.26004951302516777,17176.425978485047,17196.681594330934,9.759125386700357e-77,0.2170244438808414
Kuchen,Wind_Light,0.26192540731615965,0.26002478604744594,17176.465042387972,17196.72065823386,2.8847036449647953e-77,0.34006883686160017
Kuchen,Cloud_Partly_Cloudy,0.2619213469988182,0.26002071527435167,17176.471473306967,17196.727089152853,1.2602661097665776e-76,0.223990740216649
Kuchen,Cloud_Cloudy,0.26188033205141914,0.2599795947090623,17176.53643270008,17196.792048545965,4.783895903788667e-76,0.013422147315097789
Kuchen,Temp_Mild,0.2618797533408116,0.2599790145082128,17176.537349234975,17196.792965080862,9.132507483255458e-76,0.013119956914464092
Kuchen,Cloud_Clear,0.2618739512928012,0.25997319751930636,17176.546538208586,17196.802154054472,4.511254287762201e-76,0.777224971099743
Kuchen,Cloud_Partly_Cloudy,0.2618739512928011,0.25997319751930625,17176.546538208586,17196.802154054472,4.5112542877621995e-76,0.7772249710997341
Kuchen,Cloud_Clear,0.2618739512928011,0.25997319751930625,17176.546538208586,17196.802154054472,4.511254287760913e-76,0.027191121082971736
Kuchen,Saisonbrot,0.26185766720910086,0.25995687150234326,17176.572327684382,17196.82794353027,5.195435855255284e-76,0.19269559241006723
Kuchen,Cloud_Cloudy,0.26184996186614196,0.2599491463172995,17176.58453061396,17196.840146459846,4.81492241713739e-76,0.01190322171942727
Kuchen,Wind_Strong,0.26184677029085346,0.2599459465233621,17176.589585065296,17196.845200911182,4.206615447488963e-77,0.24337087304535315
Kuchen,Cloud_Partly_Cloudy,0.26182519312058106,0.25992431378956116,17176.623755942535,17196.879371788422,1.0354416782592029e-75,0.1995511085930206
Kuchen,Weather_Moderate,0.26182264934740074,0.2599217634658919,17176.627784345696,17196.883400191582,3.9872119235634745e-77,0.0196535756443108
Kuchen,VPI,0.2618208709725963,0.2599199805115816,17176.63060063048,17196.886216476367,1.1383929153902975e-77,0.04554394070758293
Kuchen,Temp_Mild,0.2618115680483023,0.2599106536312593,17176.645332894703,17196.90094874059,4.387841623957677e-76,0.013619249310496094
Kuchen,Temp_Mild,0.261793013284948,0.25989205108739855,17176.6747159693,17196.930331815187,4.499691743373411e-76,0.014511316979566079
Kuchen,Wind_Light,0.2617748905874334,0.2598738817219933,17176.70341411729,17196.95902996318,3.493277839872603e-77,0.2640169398052231
Kuchen,Temp_Very_Cold,0.2617605261988145,0.25985948034353257,17176.726160305025,17196.98177615091,2.9337616651211165e-77,0.014254700130566957
Kuchen,Saisonbrot,0.26175187341284534,0.259850805275711,17176.739861885446,17196.995477731332,8.79479674364445e-77,0.17992473691842206
Kuchen,Montag,0.2617403024531326,0.25983920451953557,17176.758184107224,17197.01379995311,8.821282123889585e-76,0.11873430473717954
Kuchen,Cloud_Clear,0.26173980220682935,0.2598387029850444,17176.75897622378,17197.014592069667,8.532898066771089e-78,0.09025876421158113
Kuchen,Temp_Mild,0.2617382085564498,0.25983710523084413,17176.76149969083,17197.017115536717,4.4992846716081897e-76,0.013149092173393377
Kuchen,Temp_Very_Cold,0.26166262167694265,0.2597613237070121,17176.881181543602,17197.13679738949,2.8776637878400545e-77,0.014066977601093048
Kuchen,Temp_Very_Cold,0.2616617808700943,0.2597604807349958,17176.88251278143,17197.138128627317,2.89526952016768e-77,0.016321965110886006
Kuchen,Donnerstag,0.26164212776017226,0.259740777016207,17176.913628846047,17197.169244691933,9.384705586296993e-77,0.053878999532215324
Kuchen,Weather_Good,0.26164164142121193,0.2597402894248717,17176.91439883859,17197.170014684478,2.4401647803830102e-77,0.4964369269708402
Kuchen,Weather_Moderate,0.26163045031399934,0.25972906949935726,17176.932116935823,17197.18773278171,2.6417431931612214e-77,0.01678764329586181
Kuchen,Freitag,0.26098357970251873,0.25971597006221436,17175.95580581403,17191.147517698446,2.3342572423297074e-77,0.02583403896587409
Kuchen,Cloud_Clear,0.26160593601786386,0.259704492076279,17176.970927767725,17197.22654361361,7.297172424526641e-77,0.11374030139634052
Kuchen,Wind_Strong,0.2615773121078788,0.25967579445665445,17177.016243275873,17197.27185912176,3.053117449815919e-76,0.26266047052562413
Kuchen,Wind_Moderate,0.26153242243919805,0.25963078919226035,17177.08730613536,17197.342921981246,1.180904763273415e-76,0.059781526378025134
Kuchen,KielerWoche,0.26147941648517325,0.2595776467422166,17177.171211967398,17197.426827813284,5.175502789672579e-76,0.03808235393655679
Kuchen,Saisonbrot,0.26147825388864987,0.2595764811518825,17177.173052233324,17197.42866807921,1.3147904614421104e-77,0.11698193705097817
Kuchen,Wind_Strong,0.26147521411843977,0.2595734335539379,17177.177863850695,17197.43347969658,5.530330816164699e-77,0.2432033404024719
Kuchen,Wind_Light,0.261473202041272,0.25957141629545555,17177.18104873365,17197.436664579538,2.39373611696584e-76,0.29635843907671316
Kuchen,Freitag,0.26143409967795606,0.2595322132393586,17177.242941481185,17197.49855732707,4.557408973609521e-77,0.02797484569454094
Kuchen,Cloud_Clear,0.26141750498201444,0.2595155758102943,17177.2692072235,17197.524823069387,6.462174173710365e-77,0.06670750221701668
Kuchen,Feiertag,0.2607812764938944,0.25951331984980164,17176.27577175903,17191.467483643446,1.7254188246841364e-76,0.031088220876282643
Kuchen,Heimspiel,0.2614050259579811,0.25950306465143513,17177.28895837649,17197.54457422238,3.8026514071194365e-76,0.3214556273988774
Kuchen,Cloud_Partly_Cloudy,0.261398096981561,0.2594961178321573,17177.299925057454,17197.55554090334,1.4525397597791227e-76,0.2654058717156425
Kuchen,Weather_Moderate,0.2613666968475413,0.25946463683942345,17177.349621621037,17197.605237466923,2.339411301602374e-77,0.018343101538979594
Kuchen,Wind_Light,0.26136574358823916,0.2594636811253763,17177.351130298484,17197.60674614437,4.49898971038917e-77,0.275464719055351
Kuchen,KielerWoche,0.26124811397048775,0.25934574859873794,17177.537282069494,17197.79289791538,6.6158606419983656e-77,0.033181125057574985
Kuchen,KielerWoche,0.26061097448563586,0.2593427257283214,17176.54505622432,17191.736768108738,3.051017245115552e-77,0.0363714014030021
Kuchen,Weather_Severe,0.26119115640532264,0.25928864436173127,17177.627408170407,17197.883024016293,3.0121002254388245e-77,0.5673518651643592
Kuchen,Saisonbrot,0.26117443210951263,0.25927187699906507,17177.653870334056,17197.909486179942,9.859091757697318e-77,0.21436506045987302
Kuchen,Cloud_Partly_Cloudy,0.2611464950733039,0.2592438680219905,17177.698072618477,17197.953688464364,1.3195461305930943e-76,0.22103067251646746
Kuchen,Weather_Light_Issues,0.2611281739801461,0.25922549975005205,17177.72705954515,17197.982675391035,5.2527669934309415e-77,0.6331108814652481
Kuchen,Weather_Good,0.2611152250885366,0.25921251751365726,17177.747546348295,17198.00316219418,2.7775229586133417e-77,0.6487672906734354
Kuchen,Wind_Light,0.26108784399730467,0.2591850659131776,17177.7908655554,17198.046481401285,3.7139039311418825e-77,0.23584963973927134
Kuchen,Saisonbrot,0.2610138568782293,0.25911088826933204,17177.90791142022,17198.163527266108,1.3705942165477452e-76,0.2104846010424627
Kuchen,Freitag,0.2609904484419936,0.2590874195538614,17177.94494056998,17198.200556415868,2.7134153675268355e-77,0.025789845973234717
Kuchen,Cloud_Partly_Cloudy,0.2609877491380279,0.2590847132988984,17177.94921044791,17198.204826293797,1.961332765773273e-76,0.21657077355098725
Kuchen,Wind_Strong,0.2609756633238586,0.2590725963624608,17177.96832812995,17198.223943975838,4.251314650651344e-77,0.2677083313560923
Kuchen,Weather_Severe,0.2609204547425821,0.25901724561316386,17178.055654646487,17198.311270492373,2.1505444492438165e-76,0.6395968538245616
Kuchen,Weather_Good,0.2609128050505214,0.25900957622232534,17178.067754079893,17198.32336992578,2.05964740422921e-76,0.6489575324135347
Kuchen,Weather_Light_Issues,0.26088926309099714,0.2589859736397293,17178.10498935143,17198.360605197315,3.5547404845183666e-76,0.6800007340304987
Kuchen,Wind_Moderate,0.26088265520238596,0.258979348735096,17178.115440542122,17198.37105638801,5.935011029845686e-76,0.06676781758348072
Kuchen,Feiertag,0.26085035647870414,0.2589469668387352,17178.16652361208,17198.422139457965,2.135589298606754e-76,0.029309813253824882
Kuchen,Weather_Severe,0.26083409483609343,0.25893066332064996,17178.192241883433,17198.44785772932,3.97022647843484e-77,0.5532899444034126
Kuchen,Saisonbrot,0.2608321565595425,0.25892872005282885,17178.195307287697,17198.450923133583,8.254062300595658e-77,0.17963185019086456
Kuchen,Donnerstag,0.2601956421070615,0.25892668094429494,17177.201526931607,17192.393238816025,2.4223684052410526e-77,0.0536003966913905
Kuchen,Wind_Strong,0.26081014243762035,0.25890664924218076,17178.230122283432,17198.48573812932,5.497415935498314e-78,0.2360101168663619
Kuchen,Montag,0.2607903276907031,0.25888678347016414,17178.261458114757,17198.517073960644,6.838396066703752e-77,0.24128790329121433
Kuchen,Weather_Good,0.2607703457896918,0.2588667501136138,17178.29305743962,17198.548673285506,3.65624070928303e-77,0.6163516295134968
Kuchen,Weather_Light_Issues,0.26073844205351226,0.25883476422189045,17178.3435081522,17198.599123998087,6.672645503376927e-77,0.6540982337938751
Kuchen,Cloud_Partly_Cloudy,0.2607176015366668,0.258813870038478,17178.376462957618,17198.632078803505,2.375542681717012e-77,0.2619368091624828
Kuchen,Wind_Light,0.26067415981145914,0.25877031644616677,17178.445153737848,17198.700769583735,6.119524035011612e-78,0.27531640528723683
Kuchen,Cloud_Clear,0.2606732216525971,0.258769375871445,17178.44663712576,17198.702252971645,5.668987946655273e-76,0.08169650678285341
Kuchen,Wind_Moderate,0.260655274881324,0.2587513828853103,17178.475013645588,17198.730629491474,7.759544106458963e-77,0.05770013804014534
Kuchen,Wind_Moderate,0.26001808426004025,0.2587488185383594,17177.48206085446,17192.67377273888,3.547778110423128e-77,0.06342781408629392
Kuchen,KielerWoche,0.2606216074206179,0.25871762872728044,17178.528245060043,17198.78386090593,3.55044370061783e-77,0.036171640847404964
Kuchen,VPI,0.2599182168541131,0.2586487798332797,17177.63981757506,17192.831529459476,3.5937895968849805e-78,0.0697827898422596
Kuchen,Cloud_Clear,0.2605498924890992,0.25864572912211836,17178.641625015876,17198.897240861763,4.39634841765163e-77,0.08658329739133624
Kuchen,Donnerstag,0.2605433848754707,0.25863920475068647,17178.651912886253,17198.90752873214,4.424169228100885e-77,0.06417469098201328
Kuchen,VPI,0.2604308528176058,0.2585263829106984,17178.82980022162,17199.085416067508,7.5574063905112e-78,0.07147288283378862
Kuchen,Weather_Severe,0.2603831363478252,0.2584785435658883,17178.90522082834,17199.160836674226,3.1079846723836e-77,0.586929200980787
Kuchen,Cloud_Partly_Cloudy,0.26035976915429304,0.2584551161993256,17178.942153217362,17199.19776906325,1.841332590426877e-76,0.19284762663041363
Kuchen,Weather_Light_Issues,0.2603281895738986,0.2584234552981233,17178.99206361957,17199.247679465458,5.349630335658903e-77,0.6478220639966941
Kuchen,Cloud_Clear,0.2596882967816698,0.25841846538678426,17178.00293261079,17193.19464449521,2.889845901787927e-77,0.08715812086189152
Kuchen,Cloud_Clear,0.26029786824665835,0.258393055890212,17179.039983392307,17199.295599238194,6.195986405421796e-77,0.08126134180373992
Kuchen,Weather_Good,0.26027776209060494,0.2583728979586495,17179.071758043192,17199.32737388908,2.8553077926586973e-77,0.7191907945148192
Kuchen,Wind_Moderate,0.26026678901024713,0.2583618966214324,17179.089098924862,17199.34471477075,4.6917211492298315e-77,0.0588408150530363
Kuchen,Cloud_Clear,0.2602361103180787,0.2583311389283399,17179.13757944048,17199.393195286368,4.570272341159869e-77,0.10899155567273063
Kuchen,Wind_Light,0.26019925882878503,0.2582941925425073,17179.195811963884,17199.45142780977,6.528186039827147e-77,0.22964714292570115
Kuchen,Donnerstag,0.2601966464517975,0.2582915734383687,17179.19993991772,17199.455555763605,2.8125580218798603e-77,0.05376807389016266
Kuchen,Weather_Good,0.2601863622416474,0.25828126274527397,17179.216190395695,17199.47180624158,3.655510303724594e-78,0.5159425097187833
Kuchen,Montag,0.260179831123694,0.2582747148089911,17179.226510350338,17199.482126196224,8.721355461386605e-76,0.23464756886612986
Kuchen,Wind_Moderate,0.2601726520110137,0.2582675172093254,17179.237854109753,17199.49346995564,4.257935746717924e-77,0.06120981699908338
Kuchen,Wind_Moderate,0.2601271453361578,0.258221893349899,17179.309756921994,17199.56537276788,7.47583611237781e-77,0.06554816636133645
Kuchen,Weather_Severe,0.26011773333525434,0.2582124571120834,17179.324627800153,17199.58024364604,4.419879547205738e-78,0.5752502347432712
Kuchen,Cloud_Clear,0.2600783758955837,0.2581729983227826,17179.38681015725,17199.642426003138,3.720743020449746e-77,0.06696401314347444
Kuchen,Wind_Moderate,0.26007396190946475,0.2581685729701758,17179.39378378015,17199.649399626036,4.34869522753799e-77,0.12824962563872547
Kuchen,Wind_Light,0.26007396190946475,0.2581685729701758,17179.39378378015,17199.649399626036,4.34869522753799e-77,0.7668160590627779
Kuchen,Wind_Light,0.26007396190946463,0.2581685729701757,17179.39378378015,17199.649399626036,4.3486952275373706e-77,0.12824962563873252
Kuchen,Weather_Light_Issues,0.2600633865550108,0.25815797038304955,17179.410491532515,17199.6661073784,7.995528224143458e-78,0.6326805173807752
Kuchen,Wind_Strong,0.26003157426021073,0.25812607616817695,17179.46074958508,17199.716365430966,9.005042657868545e-77,0.2775336451541502
Kuchen,Wind_Moderate,0.260028789088521,0.25812328382437133,17179.465149583062,17199.72076542895,4.131319939498439e-77,0.06303418531940584
Kuchen,VPI,0.25992649763513687,0.2580207289595192,17179.626737551484,17199.88235339737,4.156000199332547e-78,0.06950252634614335
Kuchen,is_holiday,0.25928193144241896,0.2580114030229378,17178.644433683297,17193.836145567715,4.9239643174345505e-77,
Kuchen,Cloud_Clear,0.2598137716144734,0.2579077126572574,17179.804782952127,17200.060398798014,3.1231069611950886e-77,0.08868922616165903
Kuchen,Saisonbrot,0.2597947296247102,0.2578886216323275,17179.834856194313,17200.0904720402,2.3704547157694576e-76,0.20548228822610135
Kuchen,Heimspiel,0.25979039284677086,0.2578842736867196,17179.84170521142,17200.097321057307,1.0633711916042792e-76,0.3712014719733129
Kuchen,Cloud_Clear,0.25976503689616337,0.2578588524418187,17179.881748731936,17200.137364577822,3.525582659542057e-77,0.09543856080651682
Kuchen,Saisonbrot,0.2597018090479034,0.2577954617750654,17179.981595674857,17200.237211520744,7.218882536419123e-77,0.20562497404266492
Kuchen,Cloud_Clear,0.25970036691574483,0.25779401592926177,17179.983872934037,17200.239488779924,3.3709059009963037e-77,0.08646588186533899
Kuchen,Cloud_Partly_Cloudy,0.2596739192577301,0.25776750016568994,17180.025635429356,17200.281251275243,1.3617674662099338e-76,0.19437455099938294
Kuchen,Saisonbrot,0.2596124917667044,0.25770591449228397,17180.122627498025,17200.378243343912,1.2683726833361891e-75,0.24331488895173067
Kuchen,Cloud_Partly_Cloudy,0.2596114909421887,0.2577049110905377,17180.12420770171,17200.379823547595,1.0197906878719545e-75,0.24358758000471217
Kuchen,Wind_Light,0.2596102200642191,0.25770363693992093,17180.126214290216,17200.381830136103,3.509859832573985e-76,0.24393438825955382
Kuchen,Cloud_Partly_Cloudy,0.25955597309276524,0.25764925027669516,17180.21186159157,17200.467477437458,9.806592024915798e-77,0.24136817860632695
Kuchen,Weather_Light_Issues,0.2595335280680655,0.25762674745364855,17180.24729686453,17200.502912710417,7.832615058858115e-77,0.5293661761157524
Kuchen,Saisonbrot,0.25949408063189017,0.25758719843609246,17180.309572235994,17200.56518808188,1.1181314448901825e-76,0.2365057912978302
Kuchen,Wind_Strong,0.2594661674555184,0.25755921338029664,17180.35363655384,17200.609252399725,3.69803866660315e-76,0.28752692568967203
Kuchen,Weather_Severe,0.2594294490108977,0.25752240038174123,17180.411598520932,17200.66721436682,6.56139396858827e-77,0.6300898757655877
Kuchen,Cloud_Partly_Cloudy,0.2587751104638958,0.2575037127116898,17179.44402417193,17194.63573605635,6.884688020516041e-77,0.2223224721409594
Kuchen,Saisonbrot,0.2587665269899818,0.2574951145148361,17179.457561255007,17194.649273139425,5.7153881931234925e-77,0.2244296100837258
Kuchen,Montag,0.25874648260725286,0.25747503575066155,17179.48917284224,17194.68088472666,2.2968050058194487e-76,0.22944421981804927
Kuchen,Weather_Good,0.25935446810189,0.25744722638884765,17180.5299508447,17200.785566690585,6.460242981188722e-77,0.7355883103804137
Kuchen,Wind_Light,0.2593350821637519,0.2574277905298389,17180.56054829534,17200.816164141226,4.22241883186602e-77,0.21689755152949605
Kuchen,Wind_Light,0.25868270413778094,0.257411147884158,17179.589750878975,17194.781462763392,1.9187432356124445e-77,0.24632513222962701
Kuchen,Weihnachtsmarkt,0.25929797446928227,0.2573905872790745,17180.619114331308,17200.874730177195,5.654238751548863e-77,0.12886094958280786
Kuchen,Saisonbrot,0.25928273170523697,0.25737530526327623,17180.643170709194,17200.89878655508,6.3508681153973285e-77,0.9717050625763906
Kuchen,Cloud_Partly_Cloudy,0.2592811965627203,0.2573737661676029,17180.645593468616,17200.901209314503,1.3464746884521468e-76,0.23012926032216405
Kuchen,Saisonbrot,0.2592733104453063,0.2573658597425904,17180.65803924715,17200.913655093038,1.2560679194526625e-76,0.23214598456616592
Kuchen,Wind_Strong,0.25860245637165225,0.2573307624717752,17179.7162885465,17194.908000430918,2.2142259030673903e-77,0.26977952861776916
Kuchen,Montag,0.2591630911237076,0.25725535659441245,17180.83197222893,17201.087588074817,3.755609726368677e-76,0.2627135804126946
Kuchen,Wind_Strong,0.25908914655044313,0.2571812216059378,17180.948646886274,17201.20426273216,4.354795688461354e-77,0.286038202727559
Kuchen,Saisonbrot,0.2590061175817323,0.25709797882872387,17181.079641628614,17201.3352574745,9.103538440389047e-77,0.2019724106944362
Kuchen,Heimspiel,0.25836463074651417,0.25709252891246026,17180.091220425293,17195.28293230971,2.5856273693929254e-77,0.3582386727889908
Kuchen,Cloud_Partly_Cloudy,0.25894216873961007,0.25703386531147177,17181.180523663697,17201.436139509584,8.749058425898696e-77,0.22277810805325393
Kuchen,Weather_Severe,0.2589406582169066,0.2570323508990102,17181.18290647266,17201.438522318545,3.033390621761755e-76,0.5807104882274281
Kuchen,Saisonbrot,0.25891333584368725,0.25700495816774827,17181.226005943518,17201.481621789404,7.681723023409898e-77,0.2299649186260384
Kuchen,Weather_Light_Issues,0.25890635114421967,0.25699795548193016,17181.237023649806,17201.492639495693,5.435978143240286e-76,0.6162464206643541
Kuchen,Wind_Light,0.2589006489885888,0.25699223864263665,17181.246018186866,17201.501634032753,4.846570156904825e-77,0.2265616739055625
Kuchen,Cloud_Partly_Cloudy,0.2588982645437846,0.25698984805763125,17181.249779371497,17201.505395217384,8.209094349026304e-77,0.2206535023979556
Kuchen,Wind_Light,0.25888399218925584,0.25697553895025826,17181.2722920995,17201.527907945387,2.479565899581196e-77,0.23756751351538377
Kuchen,Cloud_Partly_Cloudy,0.2588745226254503,0.2569660450013098,17181.28722882904,17201.542844674925,1.3569843423003203e-76,0.23319515169861843
Kuchen,Saisonbrot,0.25885682866720316,0.25694830547922176,17181.315137720198,17201.570753566084,7.211686097318793e-77,0.23094865302457773
Kuchen,Weather_Good,0.2588535784106154,0.25694504685287456,17181.3202643162,17201.575880162087,2.6946533616171964e-76,0.6816643385300101
Kuchen,Wind_Light,0.2587995045442103,0.2568908337404615,17181.405551166572,17201.66116701246,2.278060907994388e-77,0.24616398161737618
Kuchen,Wind_Strong,0.2587931505794273,0.25688446341353743,17181.415572413236,17201.671188259123,2.8556366521392557e-77,0.2631247792810996
Kuchen,Saisonbrot,0.25878327395047096,0.2568745613512018,17181.431149309665,17201.68676515555,6.575627293888868e-77,0.2210928255234619
Kuchen,Cloud_Partly_Cloudy,0.25877675276412515,0.25686802337210146,17181.441434065848,17201.697049911734,7.98513804588765e-77,0.22267958648213443
Kuchen,Wind_Strong,0.2587489835106116,0.2568401826097806,17181.48522876523,17201.740844611115,2.656974762144235e-77,0.2605988295574399
Kuchen,Montag,0.2587470709217933,0.25683826509584085,17181.488245035554,17201.74386088144,2.6597253643140497e-76,0.23007656095186246
Kuchen,Wind_Light,0.25868522048406584,0.2567762553866,17181.58578278891,17201.841398634795,2.2290610926526683e-77,0.2464659072083984
Kuchen,Wind_Strong,0.2586559141813617,0.25674687361702186,17181.631995803466,17201.887611649352,4.11960863515228e-77,0.2991843938903595
Kuchen,Weather_Severe,0.25799566741442614,0.2567229327101628,17180.67265288975,17195.864364774166,1.6094146769636857e-77,0.6071360129020444
Kuchen,Wind_Strong,0.2586108989858741,0.25670174250257594,17181.702976562527,17201.958592408413,2.578621712339186e-77,0.2680920927250607
Kuchen,Weather_Light_Issues,0.2579694309163516,0.2566966512095187,17180.71398677781,17195.905698662227,2.8356495364582745e-77,0.6366453340662592
Kuchen,Weather_Good,0.2579429576685556,0.25667013255306426,17180.7556921683,17195.947404052717,1.4988376709816731e-77,0.6700224231869897
Kuchen,Weather_Light_Issues,0.2585256609160437,0.25661628493557,17181.837369657733,17202.09298550362,6.0541164278725046e-77,0.6150589102540589
Kuchen,Weather_Severe,0.25852224112108935,0.2566128563342768,17181.842761255084,17202.09837710097,3.2663948351932707e-77,0.6188389720483196
Kuchen,Weather_Good,0.258489101492101,0.256579631367188,17181.895007408282,17202.15062325417,3.083417164278947e-77,0.6584124946694653
Kuchen,is_holiday,0.2578296365839412,0.25655661709266153,17180.934198976163,17196.12591086058,1.4669023330392502e-77,
Kuchen,Heimspiel,0.2583647861269214,0.2564549958766045,17182.09097550748,17202.346591353366,3.0007857542946315e-77,0.35940316978835307
Kuchen,Weather_Light_Issues,0.25820267615682246,0.2562924684559388,17182.346472877234,17202.60208872312,4.107402805734712e-77,0.5686631613097279
Kuchen,Weather_Good,0.2581887092194878,0.2562784655522419,17182.368483196646,17202.624099042532,4.040205677339878e-77,0.5574299794298586
Kuchen,Weather_Good,0.2581264248351792,0.2562160207789609,17182.466631323612,17202.7222471695,1.9209923769505884e-77,0.6505332293923582
Kuchen,Weather_Severe,0.2579967573116292,0.25608601934762487,17182.67093579632,17202.926551642206,1.8690593697522097e-77,0.6085787155096778
Kuchen,Weather_Light_Issues,0.257970137736352,0.2560593312240852,17182.71287324825,17202.968489094135,3.2892675026614962e-77,0.6386791672557552
Kuchen,Weather_Good,0.25794537003397877,0.2560344997422208,17182.751891840828,17203.007507686714,1.741549082362001e-77,0.6699972238135923
Brot,Samstag,0.25661138567229247,0.2546970802276718,17184.85150506269,17205.107120908575,9.900750411343169e-48,7.260621663031223e-07
Brot,Sonntag,0.2560658006527081,0.25415009026812285,17185.709138537597,17205.964754383484,7.03741249868669e-58,3.0479316378818496e-58
Brot,Temp_Cold,0.2544913798724461,0.25257161518542237,17188.18053059584,17208.436146441727,1.0831096834529197e-45,4.0766331184920916e-06
Brot,Konditorei,0.24624432694101606,0.24430332520781695,17201.041374624197,17221.296990470084,4.771396149657648e-55,0.0037170353170469135
Brot,Temp_Hot,0.244651357590965,0.24270625379077015,17203.509304564835,17223.764920410722,3.543963435688126e-53,0.014644903884836911
Brot,Cloud_Cloudy,0.2442809415022783,0.24233488384091084,17204.082430992046,17224.338046837933,1.0419185312359593e-52,0.02027835465250615
Brot,Weather_Moderate,0.2442174761252447,0.2422712550337217,17204.18059962999,17224.43621547588,7.546041946640059e-54,0.02144845990171124
Brot,Weather_Unknown,0.24385618717439328,0.24190903572505695,17204.739286625954,17224.99490247184,3.3726669297505225e-52,0.029581596042519986
Brot,Temp_Very_Cold,0.24327924109507282,0.24133060394767814,17205.630906420647,17225.886522266534,2.985124243031032e-53,0.04988690342029474
Brot,Wind_Strong,0.2430868007031135,0.2411376680010615,17205.928155062822,17226.18377090871,2.839714236664074e-54,0.0595759048730882
Brot,Donnerstag,0.24307474464162337,0.24112558089391944,17205.946774666307,17226.202390512193,1.018354648214489e-54,0.06024585062745529
Brot,Cloud_Clear,0.24307014469905897,0.24112096910600933,17205.953878824188,17226.209494670074,5.249578713612529e-54,0.060503571127521916
Brot,Wind_Moderate,0.24286546767253625,0.24091576501418233,17206.26993862642,17226.525554472308,1.075316368652528e-53,0.07324839415730532
Brot,Sonntag,0.24280862836406403,0.24085877933839217,17206.357694044804,17226.61330989069,8.319684287879021e-54,6.647472926831349e-58
Brot,Montag,0.24274270720727165,0.24079268842754786,17206.459462872168,17226.715078718054,2.012654371966891e-54,0.08224910312691015
Brot,KielerWoche,0.24166573962225946,0.2397129475354498,17208.1208277909,17228.376443636786,1.7039340774065396e-53,0.24268681128811218
Brot,Sonntag,0.24077636954385684,0.23947409916571605,17207.491020976886,17222.682732861304,4.2469422060300246e-54,1.8091766060058907e-57
Brot,Cloud_Partly_Cloudy,0.24122613883539723,0.23927221472939397,17208.798292141564,17229.05390798745,2.7258617516963513e-53,0.4061431934583255
Brot,Sonntag,0.24114674385647483,0.23919261529988212,17208.920605098923,17229.17622094481,1.9404978601480472e-53,3.1225419933500047e-57
Brot,Weather_Good,0.241012357770359,0.2390578831551754,17209.12760615582,17229.383222001707,4.4898267807378265e-54,0.5473887748784928
Brot,Temp_Mild,0.2409902840038296,0.2390357525463288,17209.16160388702,17229.417219732906,9.61704862994326e-52,0.5667510320304321
Brot,Sonntag,0.24096718933409678,0.2390125984053434,17209.197172941833,17229.45278878772,5.968945317831163e-54,1.938602861860833e-57
Brot,Wind_Light,0.24093622615482657,0.2389815554925644,17209.2448589151,17229.500474760986,8.182677567625475e-54,0.6204650373627798
Brot,Mittwoch,0.24091972758280167,0.23896501443494622,17209.270267348173,17229.52588319406,6.203470273160164e-53,0.6391131730349726
Brot,Weather_Severe,0.24090056408551497,0.23894580158959788,17209.29977917501,17229.555395020896,5.352610671592792e-54,0.662496105626315
Brot,Freitag,0.24089663578413767,0.23894186317242305,17209.305828675522,17229.56144452141,7.192715533025039e-54,0.667551616703925
Brot,Saisonbrot,0.24087599938235582,0.23892117362969234,17209.33760778087,17229.593223626758,1.9806478294683858e-53,0.6958523908318821
Brot,Dienstag,0.2408525894932675,0.23889770345762784,17209.373656882693,17229.62927272858,4.157921108913361e-53,0.7324077606594264
Brot,Sonntag,0.24077778908662606,0.2388227104319135,17209.488835261134,17229.74445110702,4.7471946992720407e-54,2.0610849666352666e-57
Brot,Weather_Light_Issues,0.24077641368425406,0.23882133148773288,17209.490953012555,17229.74656885844,9.434984740415808e-54,0.9934349476298893
Brot,Konditorei,0.1619379316850189,0.15977983193828504,17324.98330259696,17345.238918442847,1.3388703186926693e-26,6.683933911814671e-24
Brot,Konditorei,0.15984431835531565,0.1576808273296212,17327.900010219844,17348.15562606573,9.85948940651496e-22,7.354421469214862e-22
Temp_Cold,Samstag,0.15599747761508775,0.15382408056173613,17333.24032164093,17353.495937486816,2.2500675916421437e-15,4.814350555950595e-14
Temp_Warm,Samstag,0.14155416296114376,0.13934357282284626,17353.076036291917,17373.331652137804,5.2721734129902524e-11,1.7104648531992678e-13
Brot,Konditorei,0.13355589696766057,0.13132471043624683,17363.917354039644,17384.17296988553,2.7507831775574525e-28,6.428056044078889e-21
Brot,Konditorei,0.13263272407649396,0.13039916027583265,17365.162229029924,17385.41784487581,5.547145929922752e-22,9.610428301032046e-21
Brot,Konditorei,0.13246136493403182,0.1302273598651924,17365.39315664037,17385.648772486256,1.2116281775796097e-25,1.8490447242247937e-21
Brot,Konditorei,0.13229017975140656,0.13005573386235436,17365.623804278785,17385.87942012467,3.4525574635848186e-28,4.511827449614384e-19
Brot,Konditorei,0.13201706568631177,0.12978191649923798,17365.991692367144,17386.24730821303,2.4087914102893352e-26,7.148178106970687e-22
